task_id,task_type,execution_site,soc_before,dispatch_time,task_size_bytes,compute_demand,deadline_ms,network_up_ms,network_down_ms,compute_time_ms,queue_wait_ms,latency_ms,energy_wh_delta,soc_after,finish_time,missed_deadline
28,GENERIC,edge,79.89073255586081,173.38078044826327,2803070,10117553.265609387,92,244.24559999999997,22.2424,2023.5106531218773,1.1546319456101628e-11,2289.9986531218888,5.674817777777778e-05,79.89067580768302,177.96077775450706,True
29,GENERIC,local,79.89067580768302,175.67077910138516,1950325,10765511.5246193,14,0.0,0.0,10765.511524619285,0.0,10765.511524619285,0.007476049669874513,79.88319975801315,197.20180215062373,True
30,NAV,local,79.88319975801315,186.43629062600445,875881,1350781.8273534947,685,0.0,0.0,1350.7818273535008,0.0,1350.7818273535008,0.000938042935662149,79.88226171507749,189.13785428071145,True
31,NAV,local,79.88226171507749,187.78707245335795,2064088,2689621.479092574,126,0.0,0.0,2689.6214790925796,0.0,2689.6214790925796,0.0018677926938142878,79.88039392238367,193.1663154115431,True
32,SLAM,local,79.88039392238367,190.47669393245053,739375,2800464.51654549,5154,0.0,0.0,2800.464516545503,0.0,2800.464516545503,0.0019447670253788124,79.8784491553583,196.07762296554154,False
33,GENERIC,edge,79.8784491553583,193.27715844899603,4190601,8218542.298597278,4049,355.24808,23.352480000000003,1643.7084597194555,0.0,2022.3090197194556,8.15387377777778e-05,79.87836761662052,197.32177648843492,False
34,SLAM,local,79.87836761662052,195.29946746871548,662790,2196121.4156153756,2389,0.0,0.0,2196.12141561538,0.0,2196.12141561538,0.0015250843163995664,79.87684253230412,199.69171029994624,False
35,SLAM,local,79.87684253230412,197.49558888433086,2226918,21463050.45597898,755,0.0,0.0,21463.050455978988,0.0,21463.050455978988,0.014904896149985402,79.86193763615414,240.42168979628883,True
36,NAV,local,79.86193763615414,218.95863934030984,2583882,12687562.856115801,2741,0.0,0.0,12687.56285611579,0.0,12687.56285611579,0.008810807538969307,79.85312682861517,244.33376505254142,True
37,SLAM,local,79.85312682861517,231.64620219642563,281525,9174251.226247571,1553,0.0,0.0,9174.251226247578,0.0,9174.251226247578,0.006371007796005258,79.84675582081917,249.9947046489208,True
38,NAV,local,79.84675582081917,240.8204534226732,3495999,14514277.879275862,71,0.0,0.0,14514.277879275853,0.0,14514.277879275853,0.010079359638386015,79.83667646118079,269.8490091812249,True
39,GENERIC,local,79.83667646118079,255.33473130194906,235875,5847282.859866813,139,0.0,0.0,5847.282859866795,0.0,5847.282859866795,0.004060613097129732,79.83261584808366,267.0292970216826,True
40,NAV,local,79.83261584808366,261.18201416181586,1405300,7768697.948826592,1524,0.0,0.0,7768.697948826571,0.0,7768.697948826571,0.005394929131129577,79.82722091895253,276.719410059469,True
41,SLAM,local,79.82722091895253,268.9507121106424,336671,3212929.8425696595,542,0.0,0.0,3212.929842569679,0.0,3212.929842569679,0.0022312012795622635,79.82498971767298,275.3765717957818,True
42,SLAM,local,79.82498971767298,272.1636419532121,484658,32402287.449584153,430,0.0,0.0,32402.28744958415,0.0,32402.28744958415,0.02250158850665566,79.80248812916632,336.9682168523804,True
43,NAV,local,79.80248812916632,304.56592940279626,592367,11854481.415895876,1279,0.0,0.0,11854.481415895862,0.0,11854.481415895862,0.008232278761038802,79.79425585040528,328.274892234588,True
44,SLAM,local,79.79425585040528,316.4204108186921,103326,3276819.3287953143,2445,0.0,0.0,3276.819328795341,0.0,3276.819328795341,0.0022755689783300792,79.79198028142694,322.9740494762828,True
45,NAV,local,79.79198028142694,319.69723014748746,202892,4813819.553525656,21,0.0,0.0,4813.819553525662,0.0,4813.819553525662,0.003342930245503928,79.78863735118144,329.3248692545388,True
46,GENERIC,local,79.78863735118144,324.5110497010131,3690749,1365936.425242833,2069,0.0,0.0,1365.9364252428077,0.0,1365.9364252428077,0.0009485669619741896,79.78768878421945,327.24292255149874,False
47,GENERIC,edge,79.78768878421945,325.87698612625593,3113048,1021608.4258543148,271,269.04384,22.4904,204.32168517086296,0.0,495.855925170863,6.228645333333334e-05,79.78762649776613,326.8686979765976,True
48,NAV,local,79.78762649776613,326.37284205142674,3779967,3960343.3896163926,1030,0.0,0.0,3960.343389616412,0.0,3960.343389616412,0.002750238465011384,79.78487625930111,334.29352883065957,True
49,SLAM,local,79.78487625930111,330.33318544104316,7391537,3141027.4840438818,1970,0.0,0.0,3141.0274840438888,0.0,3141.0274840438888,0.0021812690861415848,79.78269499021498,336.61524040913093,True
