total_tasks,simulation_duration_s,latency_mean_ms,latency_median_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_energy_wh,energy_per_task_mean_wh,energy_per_task_median_wh,energy_min_wh,energy_max_wh,local_count,edge_count,cloud_count,local_ratio,edge_ratio,cloud_ratio,nav_count,slam_count,generic_count,nav_ratio,slam_ratio,generic_ratio,tasks_with_deadlines,deadlines_missed,deadline_miss_rate,initial_soc,final_soc,soc_drop,min_soc,remote_tasks,avg_upload_time_ms,avg_download_time_ms,avg_queue_wait_ms
10,41.62994122649603,2963.5260454328877,1017.780491479055,1017.780491479055,10848.573350782073,11765.459287890139,253.94077747116955,11994.680772167154,0.018038579336531184,0.0018038579336531184,0.00024232942284440565,3.7151431111111115e-05,0.00832963942511608,5,0,5,0.5,0.0,0.5,2,3,5,0.2,0.3,0.5,10,7,0.7,20.0,19.902494165748482,0.0975058342515176,19.902494165748482,5,295.224704,101.95216,1.3877787807814457e-15
