total_tasks,simulation_duration_s,latency_mean_ms,latency_median_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_energy_wh,energy_per_task_mean_wh,energy_per_task_median_wh,energy_min_wh,energy_max_wh,local_count,edge_count,cloud_count,local_ratio,edge_ratio,cloud_ratio,nav_count,slam_count,generic_count,nav_ratio,slam_ratio,generic_ratio,tasks_with_deadlines,deadlines_missed,deadline_miss_rate,initial_soc,final_soc,soc_drop,min_soc,remote_tasks,avg_upload_time_ms,avg_download_time_ms,avg_queue_wait_ms
10,86.01537828490781,7649.002835527691,2291.6688286222134,2291.6688286222134,25366.01151973709,28043.078664394143,363.3377126144308,28712.345450558405,0.05082798949459714,0.0050827989494597135,0.0015304937638714396,4.0009920000000006e-05,0.019939128785110005,7,0,3,0.7,0.0,0.3,2,5,3,0.2,0.5,0.3,10,8,0.8,15.0,14.72525411084001,0.27474588915998943,14.72525411084001,3,409.4521066666666,103.09445333333333,1.1102230246251565e-12
