total_tasks,simulation_duration_s,latency_mean_ms,latency_median_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_energy_wh,energy_per_task_mean_wh,energy_per_task_median_wh,energy_min_wh,energy_max_wh,local_count,edge_count,cloud_count,local_ratio,edge_ratio,cloud_ratio,nav_count,slam_count,generic_count,nav_ratio,slam_ratio,generic_ratio,tasks_with_deadlines,deadlines_missed,deadline_miss_rate,initial_soc,final_soc,soc_drop,min_soc,remote_tasks,avg_upload_time_ms,avg_download_time_ms,avg_queue_wait_ms
200,724.6646784080348,3610.5652947056715,1919.9308602325113,1919.9308602325113,13187.612475173348,17567.094613270805,88.07973868283625,23843.960028776706,0.4553446829441442,0.002276723414720721,0.0008505188898234187,1.3362346666666668e-05,0.01655830557553938,138,62,0,0.69,0.31,0.0,42,23,135,0.21,0.115,0.675,200,141,0.705,80.0,79.54465531705583,0.4553446829441725,79.54465531705583,62,125.47433548387096,40.85849161290322,7.457373372495248e-12
