total_tasks,simulation_duration_s,latency_mean_ms,latency_median_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_energy_wh,energy_per_task_mean_wh,energy_per_task_median_wh,energy_min_wh,energy_max_wh,local_count,edge_count,cloud_count,local_ratio,edge_ratio,cloud_ratio,nav_count,slam_count,generic_count,nav_ratio,slam_ratio,generic_ratio,tasks_with_deadlines,deadlines_missed,deadline_miss_rate,initial_soc,final_soc,soc_drop,min_soc,remote_tasks,avg_upload_time_ms,avg_download_time_ms,avg_queue_wait_ms
150,803.156111225686,5295.727456595536,3349.4263206920323,3349.4263206920323,17679.637480133428,23204.164410334946,14.0016958320075,30042.772152475776,0.5050853503268887,0.003367235668845925,0.002092066775269859,8.249902222222224e-06,0.020863036216997068,115,35,0,0.7666666666666667,0.23333333333333334,0.0,54,25,71,0.36,0.16666666666666666,0.47333333333333333,150,120,0.8,45.00000000000001,42.269808917151934,2.730191082848073,42.269808917151934,35,195.9345028571429,21.75962057142857,6.954754232830445e-12
