task_id,task_type,execution_site,soc_before,dispatch_time,task_size_bytes,compute_demand,deadline_ms,network_up_ms,network_down_ms,compute_time_ms,queue_wait_ms,latency_ms,energy_wh_delta,soc_after,finish_time,missed_deadline
30,SLAM,local,79.83491239451126,245.77219537041375,105171,2560773.341548075,2667,0.0,0.0,2560.7733415480707,0.0,2560.7733415480707,0.0017783148205194963,79.83313407969075,250.8937420535099,False
31,GENERIC,edge,79.83313407969075,248.33296871196183,6423,24562495.694548115,75,20.513840000000002,20.08192,4912.499138909623,8.881784197001252e-13,4953.094898909623,6.789955555555556e-06,79.8331272897352,258.2391585097811,True
32,GENERIC,edge,79.8331272897352,253.28606361087145,3206760,1220002.3916206316,1742,276.54080000000005,22.56536,244.0004783241263,0.0,543.1066383241264,6.396077333333333e-05,79.83306332896187,254.3722768875197,False
33,GENERIC,local,79.83306332896187,253.82917024919556,5485646,7134738.817781465,10,0.0,0.0,7134.738817781454,0.0,7134.738817781454,0.004954679734570462,79.8281086492273,268.09864788475846,True
34,SLAM,local,79.8281086492273,260.963909066977,2749493,12274944.329216544,113,0.0,0.0,12274.944329216567,0.0,12274.944329216567,0.008524266895289267,79.81958438233201,285.51379772541014,True
35,GENERIC,local,79.81958438233201,273.2388533961936,2162876,20889463.61373761,951,0.0,0.0,20889.463613737633,0.0,20889.463613737633,0.01450657195398445,79.80507781037802,315.01778062366884,True
36,GENERIC,local,79.80507781037802,294.1283170099312,365277,15701441.086276362,870,0.0,0.0,15701.441086276362,0.0,15701.441086276362,0.010903778532136362,79.79417403184588,325.53119918248393,True
37,NAV,local,79.79417403184588,309.82975809620757,1554016,4212482.857073062,230,0.0,0.0,4212.4828570730415,0.0,4212.4828570730415,0.002925335317411849,79.79124869652847,318.25472381035365,True
38,GENERIC,local,79.79124869652847,314.0422409532806,3926241,4913966.746169524,78,0.0,0.0,4913.966746169535,0.0,4913.966746169535,0.0034124769070621695,79.78783621962141,323.8701744456197,True
39,NAV,local,79.78783621962141,318.95620769945015,1482749,6663809.177817482,1934,0.0,0.0,6663.809177817484,0.0,6663.809177817484,0.004627645262373251,79.78320857435904,332.2838260550851,True
40,GENERIC,local,79.78320857435904,325.62001687726763,1940682,5754045.464852572,3833,0.0,0.0,5754.045464852596,0.0,5754.045464852596,0.00399586490614762,79.77921270945289,337.1281078069728,True
41,SLAM,local,79.77921270945289,331.3740623421202,3321771,23593881.562683478,665,0.0,0.0,23593.881562683462,0.0,23593.881562683462,0.01638463997408575,79.7628280694788,378.56182546748715,True
42,NAV,local,79.7628280694788,354.9679439048037,145647,27399659.560922105,233,0.0,0.0,27399.65956092209,0.0,27399.65956092209,0.01902754136175146,79.74380052811705,409.76726302664787,True
43,GENERIC,local,79.74380052811705,382.3676034657258,450082,2031453.5596575702,175,0.0,0.0,2031.4535596575638,0.0,2031.4535596575638,0.0014107316386510903,79.74238979647839,386.4305105850409,True
44,NAV,local,79.74238979647839,384.39905702538334,1338090,13235159.914557552,748,0.0,0.0,13235.159914557527,0.0,13235.159914557527,0.0091910832739983,79.73319871320439,410.8693768544984,True
45,NAV,local,79.73319871320439,397.63421693994087,35158,14234890.403927276,357,0.0,0.0,14234.890403927295,0.0,14234.890403927295,0.00988534055828283,79.7233133726461,426.10399774779546,True
46,NAV,local,79.7233133726461,411.86910734386817,1563177,12271081.825116768,361,0.0,0.0,12271.081825116766,0.0,12271.081825116766,0.008521584600775532,79.71479178804533,436.4112709941017,True
47,NAV,local,79.71479178804533,424.14018916898493,430534,5143376.334705937,1513,0.0,0.0,5143.376334705919,0.0,5143.376334705919,0.003571789121323567,79.71121999892401,434.4269418383968,True
48,NAV,local,79.71121999892401,429.28356550369085,3001508,9161039.050973479,816,0.0,0.0,9161.0390509735,0.0,9161.0390509735,0.006361832674287138,79.70485816624972,447.60564360563785,True
49,SLAM,local,79.70485816624972,438.44460455466435,67879,5608298.675038397,530,0.0,0.0,5608.298675038384,0.0,5608.298675038384,0.003894651857665554,79.70096351439206,449.6612019047411,True
50,GENERIC,edge,79.70096351439206,444.05290322970274,134963,1448558.8288045388,18,30.797040000000003,20.10792,289.7117657609078,0.0,340.61672576090774,9.078e-06,79.70095443639205,444.7341366812245,True
51,NAV,local,79.70095443639205,444.3935199554636,1598316,4595090.353713423,401,0.0,0.0,4595.090353713431,0.0,4595.090353713431,0.0031910349678565438,79.6977634014242,453.58370066289046,True
52,NAV,local,79.6977634014242,448.98861030917703,5317115,5239627.219912353,107,0.0,0.0,5239.627219912336,0.0,5239.627219912336,0.0036386300138280224,79.69412477141037,459.4678647490017,True
53,GENERIC,local,79.69412477141037,454.22823752908937,3020437,5358203.560500984,2218,0.0,0.0,5358.2035605010105,0.0,5358.2035605010105,0.00372097469479235,79.69040379671559,464.9446446500914,True
54,GENERIC,edge,79.69040379671559,459.5864410895904,55660,4116872.6353646056,714,24.4528,20.08192,823.3745270729212,7.549516567451064e-12,867.9092470729287,7.665280000000001e-06,79.69039613143559,461.32225958373624,True
