total_tasks,simulation_duration_s,latency_mean_ms,latency_median_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_min_ms,latency_max_ms,total_energy_wh,energy_per_task_mean_wh,energy_per_task_median_wh,energy_min_wh,energy_max_wh,local_count,edge_count,cloud_count,local_ratio,edge_ratio,cloud_ratio,nav_count,slam_count,generic_count,nav_ratio,slam_ratio,generic_ratio,tasks_with_deadlines,deadlines_missed,deadline_miss_rate,initial_soc,final_soc,soc_drop,min_soc,remote_tasks,avg_upload_time_ms,avg_download_time_ms,avg_queue_wait_ms
150,1052.3386341177052,6880.965729325522,4175.588063329695,4175.588063329695,24722.745945297833,39398.438488363296,9.736264877233225,64601.24581891228,0.6913112320798251,0.004608741547198834,0.0027914816809030455,6.7612950536361265e-06,0.04486197626313356,123,27,0,0.82,0.18,0.0,51,30,69,0.34,0.2,0.46,150,125,0.8333333333333334,80.0,79.3086887679202,0.6913112320797978,79.3086887679202,27,196.13654518518518,21.766592592592595,7.618391514349106e-12
